"Embassy","Year","Month","Full MRN of last cable of that month","Day of last cable","MRN number","Days into the year","Per day that year","Actual number of cables that month","Trafficking cables this year"
"Kualalumpur",2008,9,"08KUALALUMPUR868",30,868,273,3.179487179,32,
"Kualalumpur",2008,10,"08KUALALUMPUR959",31,959,304,3.154605263,24,
"Kualalumpur",2008,11,"08KUALALUMPUR1050",28,1050,332,3.162650602,35,
"Kualalumpur",2008,12,"08KUALALUMPUR1127",31,1127,365,3.087671233,25,
"Kualalumpur",2009,1,"09KUALALUMPUR61",30,61,30,2.033333333,17,58
"Kualalumpur",2009,2,"09KUALALUMPUR147",27,147,58,2.534482759,23,
"Kualalumpur",2009,3,"09KUALALUMPUR233",30,233,89,2.617977528,22,
"Kualalumpur",2009,4,"09KUALALUMPUR323",30,323,120,2.691666667,20,
"Kualalumpur",2009,5,"09KUALALUMPUR422",29,422,149,2.832214765,34,
"Kualalumpur",2009,6,"09KUALALUMPUR524",30,524,181,2.895027624,31,
"Kualalumpur",2009,7,"09KUALALUMPUR626",31,626,212,2.952830189,22,
"Kualalumpur",2009,8,"09KUALALUMPUR723",28,723,240,3.0125,20,
"Kualalumpur",2009,9,"09KUALALUMPUR781",27,781,270,2.892592593,15,
"Kualalumpur",2009,10,"09KUALALUMPUR880",30,880,303,2.904290429,25,
"Kualalumpur",2009,11,"09KUALALUMPUR959",30,959,334,2.871257485,30,
"Kualalumpur",2009,12,"09KUALALUMPUR1025",30,1025,364,2.815934066,23,
"Kualalumpur",2010,1,"10KUALALUMPUR61",28,61,28,2.178571429,21,4
"Kualalumpur",2010,2,"10KUALALUMPUR130",25,130,56,2.321428571,22,
"Kuwait",1985,12,"85KUWAIT6483",9,6483,343,18.90087464,1,0
"Kuwait",1986,1,"86KUWAIT415",25,415,25,16.6,1,0
"Kuwait",1989,8,"89KUWAIT3922",1,3922,213,18.41314554,1,0
"Kuwait",1989,11,"89KUWAIT5979",2,5979,306,19.53921569,1,
"Kuwait",1990,2,"90KUWAIT858",8,858,39,22,1,0
"Kuwait",1990,7,"90KUWAIT4364",31,4364,212,20.58490566,3,
"Kuwait",1990,8,"90KUWAIT4875",28,4875,240,20.3125,6,
"Kuwait",1992,7,"92KUWAIT4025",19,4025,200,20.125,1,0
"Kuwait",1996,6,"96KUWAIT4046",30,4046,181,22.35359116,1,0
"Kuwait",1998,6,"98KUWAIT4010",7,4010,158,25.37974684,1,0
"Kuwait",1998,12,"98KUWAIT8116",2,8116,336,24.1547619,1,
"Kuwait",2001,10,"01KUWAIT3081",11,3081,284,10.84859155,1,0
"Kuwait",2001,11,"01KUWAIT3338",4,3338,308,10.83766234,1,
"Kuwait",2001,12,"01KUWAIT3821",23,3821,357,10.70308123,2,
"Kuwait",2002,11,"02KUWAIT5172",27,5172,331,15.62537764,2,0
"Kuwait",2002,12,"02KUWAIT5611",31,5611,365,15.37260274,30,
"Kuwait",2003,1,"03KUWAIT315",28,315,28,11.25,21,10
"Kuwait",2003,2,"03KUWAIT675",24,675,55,12.27272727,23,
"Kuwait",2003,3,"03KUWAIT1178",31,1178,90,13.08888889,90,
"Kuwait",2003,4,"03KUWAIT1766",30,1766,120,14.71666667,59,
"Kuwait",2003,5,"03KUWAIT2335",31,2335,151,15.46357616,58,
"Kuwait",2003,6,"03KUWAIT2908",30,2908,181,16.06629834,43,
"Kuwait",2003,7,"03KUWAIT3441",30,3441,211,16.30805687,31,
"Kuwait",2003,8,"03KUWAIT3970",27,3970,239,16.61087866,32,
"Kuwait",2003,9,"03KUWAIT4467",29,4467,272,16.42279412,14,
"Kuwait",2003,10,"03KUWAIT4990",29,4990,302,16.52317881,36,
"Kuwait",2003,11,"03KUWAIT5381",24,5381,328,16.4054878,33,
"Kuwait",2003,12,"03KUWAIT5841",29,5841,363,16.09090909,20,
"Kuwait",2004,1,"04KUWAIT350",31,350,31,11.29032258,23,20
"Kuwait",2004,2,"04KUWAIT598",23,598,54,11.07407407,20,
"Kuwait",2004,3,"04KUWAIT1061",31,1061,90,11.78888889,24,
"Kuwait",2004,4,"04KUWAIT1402",29,1402,119,11.78151261,17,
"Kuwait",2004,5,"04KUWAIT1705",31,1705,151,11.29139073,20,
"Kuwait",2004,6,"04KUWAIT2005",29,2005,180,11.13888889,21,
"Kuwait",2004,7,"04KUWAIT2366",29,2366,210,11.26666667,14,
"Kuwait",2004,8,"04KUWAIT2873",30,2873,242,11.87190083,23,
"Kuwait",2004,9,"04KUWAIT3413",29,3413,272,12.54779412,20,
"Kuwait",2004,10,"04KUWAIT3684",27,3684,300,12.28,22,
"Kuwait",2004,11,"04KUWAIT4106",30,4106,334,12.29341317,24,
"Kuwait",2004,12,"04KUWAIT4559",29,4559,363,12.55922865,35,
"Kuwait",2005,1,"05KUWAIT417",31,417,31,13.4516129,39,46
"Kuwait",2005,2,"05KUWAIT833",28,833,59,14.11864407,36,
"Kuwait",2005,3,"05KUWAIT1311",30,1311,89,14.73033708,41,
"Kuwait",2005,4,"05KUWAIT1752",30,1752,120,14.6,43,
"Kuwait",2005,5,"05KUWAIT2335",30,2335,150,15.56666667,49,
"Kuwait",2005,6,"05KUWAIT2931",30,2931,181,16.19337017,39,
"Kuwait",2005,7,"05KUWAIT3397",31,3397,212,16.02358491,54,
"Kuwait",2005,8,"05KUWAIT3903",30,3903,242,16.12809917,54,
"Kuwait",2005,9,"05KUWAIT4231",28,4231,271,15.61254613,45,
"Kuwait",2005,10,"05KUWAIT4654",31,4654,304,15.30921053,85,
"Kuwait",2005,11,"05KUWAIT4963",30,4963,334,14.85928144,49,
"Kuwait",2005,12,"05KUWAIT5306",31,5306,365,14.5369863,78,
"Kuwait",2006,1,"06KUWAIT348",31,348,31,11.22580645,65,54
"Kuwait",2006,2,"06KUWAIT678",28,678,59,11.49152542,79,
"Kuwait",2006,3,"06KUWAIT1096",30,1096,89,12.31460674,72,
"Kuwait",2006,4,"06KUWAIT1452",27,1452,117,12.41025641,35,
"Kuwait",2006,5,"06KUWAIT2035",31,2035,151,13.47682119,79,
"Kuwait",2006,6,"06KUWAIT2602",30,2602,181,14.37569061,94,
"Kuwait",2006,7,"06KUWAIT3055",31,3055,212,14.41037736,59,
"Kuwait",2006,8,"06KUWAIT3536",30,3536,242,14.61157025,73,
"Kuwait",2006,9,"06KUWAIT3889",30,3889,273,14.24542125,60,
"Kuwait",2006,10,"06KUWAIT4291",31,4291,304,14.11513158,66,
"Kuwait",2006,11,"06KUWAIT4537",29,4537,333,13.62462462,81,
"Kuwait",2006,12,"06KUWAIT4706",29,4706,363,12.96418733,83,
"Kuwait",2007,1,"07KUWAIT148",31,148,31,4.774193548,55,33
"Kuwait",2007,2,"07KUWAIT297",28,297,59,5.033898305,65,
"Kuwait",2007,3,"07KUWAIT450",29,450,88,5.113636364,56,
"Kuwait",2007,4,"07KUWAIT642",30,642,120,5.35,76,
"Kuwait",2007,5,"07KUWAIT852",31,852,151,5.642384106,70,
"Kuwait",2007,6,"07KUWAIT1026",30,1026,181,5.668508287,74,
"Kuwait",2007,7,"07KUWAIT1191",30,1191,211,5.644549763,45,
"Kuwait",2007,8,"07KUWAIT1314",31,1314,243,5.407407407,31,
"Kuwait",2007,9,"07KUWAIT1451",30,1451,273,5.315018315,35,
"Kuwait",2007,10,"07KUWAIT1564",30,1564,303,5.161716172,33,
"Kuwait",2007,11,"07KUWAIT1685",29,1685,333,5.06006006,42,
"Kuwait",2007,12,"07KUWAIT1769",30,1769,364,4.85989011,33,
"Kuwait",2008,1,"08KUWAIT128",31,128,31,4.129032258,46,22
"Kuwait",2008,2,"08KUWAIT227",28,227,59,3.847457627,34,
"Kuwait",2008,3,"08KUWAIT351",30,351,89,3.943820225,36,
"Kuwait",2008,4,"08KUWAIT469",30,469,120,3.908333333,23,
"Kuwait",2008,5,"08KUWAIT621",29,621,149,4.167785235,50,
"Kuwait",2008,6,"08KUWAIT735",26,735,177,4.152542373,32,
"Kuwait",2008,7,"08KUWAIT857",31,857,212,4.04245283,35,
"Kuwait",2008,8,"08KUWAIT922",26,922,238,3.87394958,11,
"Kuwait",2008,9,"08KUWAIT1023",29,1023,272,3.761029412,30,
"Kuwait",2008,10,"08KUWAIT1093",30,1093,303,3.607260726,14,
"Kuwait",2008,11,"08KUWAIT1170",30,1170,334,3.502994012,35,
"Kuwait",2008,12,"08KUWAIT1260",31,1260,365,3.452054795,29,
"Kuwait",2009,1,"09KUWAIT87",29,87,29,3,30,23
"Kuwait",2009,2,"09KUWAIT161",24,161,55,2.927272727,31,
"Kuwait",2009,3,"09KUWAIT315",31,315,90,3.5,42,
"Kuwait",2009,4,"09KUWAIT440",30,440,120,3.666666667,37,
"Kuwait",2009,5,"09KUWAIT545",31,545,151,3.609271523,39,
"Kuwait",2009,6,"09KUWAIT647",29,647,180,3.594444444,39,
"Kuwait",2009,7,"09KUWAIT756",30,756,211,3.582938389,30,
"Kuwait",2009,8,"09KUWAIT854",30,854,242,3.52892562,33,
"Kuwait",2009,9,"09KUWAIT952",30,952,273,3.487179487,34,
"Kuwait",2009,10,"09KUWAIT1039",30,1039,303,3.429042904,37,
"Kuwait",2009,11,"09KUWAIT1119",25,1119,329,3.401215805,31,
"Kuwait",2009,12,"09KUWAIT1220",31,1220,365,3.342465753,43,
"Kuwait",2010,1,"10KUWAIT83",31,83,31,2.677419355,31,4
"Kuwait",2010,2,"10KUWAIT168",24,168,55,3.054545455,35,
"Kyiv",2006,10,"06KYIV4149",31,4149,304,13.64802632,20,0
"Kyiv",2006,11,"06KYIV4415",30,4415,334,13.21856287,30,
"Kyiv",2006,12,"06KYIV4681",29,4681,363,12.8953168,22,
"Kyiv",2007,1,"07KYIV225",31,225,31,7.258064516,26,3
"Kyiv",2007,2,"07KYIV499",28,499,59,8.457627119,15,
"Kyiv",2007,3,"07KYIV758",30,758,89,8.516853933,23,
"Kyiv",2007,4,"07KYIV1027",27,1027,117,8.777777778,34,
"Kyiv",2007,5,"07KYIV1327",31,1327,151,8.78807947,27,
"Kyiv",2007,6,"07KYIV1563",27,1563,178,8.780898876,24,
"Kyiv",2007,7,"07KYIV1843",30,1843,211,8.734597156,11,
"Kyiv",2007,8,"07KYIV2185",31,2185,243,8.991769547,20,
"Kyiv",2007,9,"07KYIV2500",30,2500,273,9.157509158,27,
"Kyiv",2007,10,"07KYIV2721",29,2721,302,9.009933775,25,
"Kyiv",2007,11,"07KYIV2932",30,2932,334,8.778443114,29,
"Kyiv",2007,12,"07KYIV3165",28,3165,362,8.743093923,22,
"Kyiv",2008,1,"08KYIV200",31,200,31,6.451612903,18,1
"Kyiv",2008,2,"08KYIV461",29,461,60,7.683333333,29,
"Kyiv",2008,3,"08KYIV632",27,632,86,7.348837209,13,
"Kyiv",2008,4,"08KYIV851",30,851,120,7.091666667,19,
"Kyiv",2008,5,"08KYIV1047",29,1047,149,7.026845638,20,
"Kyiv",2008,6,"08KYIV1226",23,1226,174,7.045977011,16,
"Kyiv",2008,7,"08KYIV1461",30,1461,211,6.924170616,12,
"Kyiv",2008,8,"08KYIV1707",28,1707,240,7.1125,12,
"Kyiv",2008,9,"08KYIV1950",30,1950,273,7.142857143,8,
"Kyiv",2008,10,"08KYIV2174",30,2174,303,7.174917492,34,
"Kyiv",2008,11,"08KYIV2340",28,2340,332,7.048192771,29,
"Kyiv",2008,12,"08KYIV2538",31,2538,365,6.953424658,23,
"Kyiv",2009,1,"09KYIV208",30,208,30,6.933333333,25,8
"Kyiv",2009,2,"09KYIV395",27,395,58,6.810344828,30,
"Kyiv",2009,3,"09KYIV577",31,577,90,6.411111111,28,
"Kyiv",2009,4,"09KYIV751",30,751,120,6.258333333,19,
"Kyiv",2009,5,"09KYIV925",28,925,148,6.25,14,
"Kyiv",2009,6,"09KYIV1093",30,1093,181,6.038674033,25,
"Kyiv",2009,7,"09KYIV1271",31,1271,212,5.995283019,10,
"Kyiv",2009,8,"09KYIV1487",31,1487,243,6.119341564,10,
"Kyiv",2009,9,"09KYIV1656",29,1656,272,6.088235294,22,
"Kyiv",2009,10,"09KYIV1894",30,1894,303,6.250825083,42,
"Kyiv",2009,11,"09KYIV2069",30,2069,334,6.194610778,30,
"Kyiv",2009,12,"09KYIV2219",29,2219,363,6.112947658,28,
"Kyiv",2010,1,"10KYIV170",29,170,29,5.862068966,24,1
"Kyiv",2010,2,"10KYIV301",26,301,57,5.280701754,33,
"Lagos",1985,4,"85LAGOS4304",17,4304,107,40.22429907,1,0
"Lagos",1988,11,"88LAGOS17750",30,17750,334,53.14371257,1,0
"Lagos",1989,4,"89LAGOS6503",27,6503,117,55.58119658,2,0
"Lagos",2002,12,"02LAGOS2494",31,2494,365,6.832876712,32,0
"Lagos",2003,11,"03LAGOS2434",28,2434,332,7.331325301,34,1
"Lagos",2004,1,"04LAGOS261",30,261,30,8.7,37,8
"Lagos",2004,3,"04LAGOS704",31,704,90,7.822222222,38,
"Lagos",2004,5,"04LAGOS1131",28,1131,148,7.641891892,5,
"Lagos",2004,9,"04LAGOS2014",30,2014,273,7.377289377,31,
"Lagos",2004,11,"04LAGOS2399",30,2399,334,7.182634731,23,
"Lagos",2004,12,"04LAGOS2595",30,2595,364,7.129120879,60,
"Lagos",2005,2,"05LAGOS284",24,284,55,5.163636364,6,12
"Lagos",2005,3,"05LAGOS494",31,494,90,5.488888889,18,
"Lagos",2005,4,"05LAGOS654",29,654,119,5.495798319,19,
"Lagos",2005,5,"05LAGOS806",31,806,151,5.337748344,23,
"Lagos",2005,7,"05LAGOS1204",29,1204,210,5.733333333,27,
"Lagos",2005,8,"05LAGOS1369",31,1369,243,5.633744856,28,
"Lagos",2005,9,"05LAGOS1531",30,1531,273,5.608058608,56,
"Lagos",2005,11,"05LAGOS1814",30,1814,334,5.431137725,47,
"Lagos",2005,12,"05LAGOS1965",30,1965,364,5.398351648,30,
"Lagos",2006,1,"06LAGOS138",31,138,31,4.451612903,46,6
"Lagos",2006,2,"06LAGOS306",28,306,59,5.186440678,62,
"Lagos",2006,3,"06LAGOS476",31,476,90,5.288888889,65,
"Lagos",2006,7,"06LAGOS1050",31,1050,212,4.952830189,45,
"Lagos",2006,9,"06LAGOS1239",29,1239,272,4.555147059,35,
"Lagos",2006,12,"06LAGOS1458",29,1458,363,4.016528926,56,
"Lagos",2007,1,"07LAGOS62",31,62,31,2,58,8
"Lagos",2007,2,"07LAGOS147",26,147,57,2.578947368,51,
"Lagos",2007,5,"07LAGOS407",31,407,151,2.695364238,75,
"Lagos",2007,8,"07LAGOS603",30,603,242,2.491735537,46,
"Lagos",2008,8,"08LAGOS344",29,344,241,1.427385892,52,5
"Lagos",2008,10,"08LAGOS430",31,430,304,1.414473684,73,
"Lagos",2008,11,"08LAGOS482",29,482,333,1.447447447,72,
"Lagos",2009,9,"09LAGOS371",30,371,273,1.358974359,42,2
"Lagos",2009,12,"09LAGOS493",31,493,365,1.350684932,62,
"Lahore",2006,9,"06LAHORE592",29,592,272,2.176470588,35,0
"Lahore",2007,11,"07LAHORE722",30,722,334,2.161676647,82,0
"Lahore",2009,3,"09LAHORE67",31,67,90,0.744444444,100,2
"Lapaz",2004,9,"04LAPAZ2814",3,2814,246,11.43902439,1,0
"Lapaz",2005,11,"05LAPAZ3518",25,3518,329,10.69300912,1,0
"Lapaz",2006,1,"06LAPAZ217",30,217,30,7.233333333,18,6
"Lapaz",2006,2,"06LAPAZ459",22,459,53,8.660377358,23,
"Lapaz",2006,3,"06LAPAZ913",31,913,90,10.14444444,43,
"Lapaz",2006,4,"06LAPAZ1138",27,1138,117,9.726495726,16,
"Lapaz",2006,5,"06LAPAZ1456",31,1456,151,9.642384106,32,
"Lapaz",2006,6,"06LAPAZ1805",30,1805,181,9.972375691,38,
"Lapaz",2006,7,"06LAPAZ2056",31,2056,212,9.698113208,20,
"Lapaz",2006,8,"06LAPAZ2342",29,2342,241,9.717842324,19,
"Lapaz",2006,9,"06LAPAZ2638",29,2638,272,9.698529412,38,
"Lapaz",2006,10,"06LAPAZ2967",31,2967,304,9.759868421,40,
"Lapaz",2006,11,"06LAPAZ3229",29,3229,333,9.696696697,44,
"Lapaz",2006,12,"06LAPAZ3457",21,3457,355,9.738028169,32,
"Lapaz",2007,1,"07LAPAZ240",30,240,30,8,32,3
"Lapaz",2007,2,"07LAPAZ553",28,553,59,9.372881356,28,
"Lapaz",2007,3,"07LAPAZ865",30,865,89,9.719101124,36,
"Lapaz",2007,4,"07LAPAZ1203",30,1203,120,10.025,35,
"Lapaz",2007,5,"07LAPAZ1492",31,1492,151,9.880794702,28,
"Lapaz",2007,6,"07LAPAZ1792",29,1792,180,9.955555556,25,
"Lapaz",2007,7,"07LAPAZ2092",31,2092,212,9.867924528,32,
"Lapaz",2007,8,"07LAPAZ2407",31,2407,243,9.905349794,30,
"Lapaz",2007,9,"07LAPAZ2626",27,2626,270,9.725925926,18,
"Lapaz",2007,10,"07LAPAZ2928",31,2928,304,9.631578947,36,
"Lapaz",2007,11,"07LAPAZ3153",30,3153,334,9.44011976,47,
"Lapaz",2007,12,"07LAPAZ3330",26,3330,360,9.25,32,
"Lapaz",2008,1,"08LAPAZ214",30,214,30,7.133333333,18,7
"Lapaz",2008,2,"08LAPAZ441",29,441,60,7.35,23,
"Lapaz",2008,3,"08LAPAZ707",31,707,90,7.855555556,33,
"Lapaz",2008,4,"08LAPAZ1006",30,1006,120,8.383333333,19,
"Lapaz",2008,5,"08LAPAZ1214",30,1214,150,8.093333333,24,
"Lapaz",2008,6,"08LAPAZ1454",30,1454,181,8.033149171,37,
"Lapaz",2008,7,"08LAPAZ1655",31,1655,212,7.806603774,21,
"Lapaz",2008,8,"08LAPAZ1851",29,1851,241,7.680497925,31,
"Lapaz",2008,9,"08LAPAZ2127",30,2127,273,7.791208791,46,
"Lapaz",2008,10,"08LAPAZ2341",30,2341,303,7.726072607,30,
"Lapaz",2008,11,"08LAPAZ2494",28,2494,332,7.512048193,23,
"Lapaz",2008,12,"08LAPAZ2671",31,2671,365,7.317808219,23,
"Lapaz",2009,1,"09LAPAZ163",30,163,30,5.433333333,29,12
"Lapaz",2009,2,"09LAPAZ305",26,305,57,5.350877193,20,
"Lapaz",2009,3,"09LAPAZ501",31,501,90,5.566666667,23,
"Lapaz",2009,4,"09LAPAZ640",30,640,120,5.333333333,23,
"Lapaz",2009,5,"09LAPAZ766",29,766,149,5.140939597,15,
"Lapaz",2009,6,"09LAPAZ977",30,977,181,5.397790055,18,
"Lapaz",2009,7,"09LAPAZ1111",30,1111,211,5.265402844,11,
"Lapaz",2009,8,"09LAPAZ1256",31,1256,243,5.16872428,12,
"Lapaz",2009,9,"09LAPAZ1359",30,1359,273,4.978021978,6,
"Lapaz",2009,10,"09LAPAZ1477",21,1477,294,5.023809524,6,
"Lapaz",2009,11,"09LAPAZ1642",30,1642,334,4.916167665,11,
"Lapaz",2009,12,"09LAPAZ1832",29,1832,363,5.046831956,16,
"Lapaz",2010,1,"10LAPAZ27",27,27,27,1,12,6
"Lapaz",2010,2,"10LAPAZ370",26,370,57,6.49122807,25,
"Leipzig",2009,8,"09LEIPZIG27",31,27,243,0.111111111,60,0
"Leningrad",1991,8,"91LENINGRAD4146",30,4146,242,17.1322314,1,0
"Libreville",1975,11,"7575LIBREVILLE1895",18,1895,322,5.885093168,1,0
"Libreville",2001,4,"01LIBREVILLE603",23,603,113,5.336283186,1,0
"Libreville",2006,2,"06LIBREVILLE109",13,109,44,2.477272727,1,2
"Libreville",2006,3,"06LIBREVILLE200",30,200,89,2.247191011,7,
"Libreville",2006,4,"06LIBREVILLE261",21,261,111,2.351351351,7,
"Libreville",2006,5,"06LIBREVILLE312",11,312,131,2.381679389,3,
"Libreville",2006,6,"06LIBREVILLE391",14,391,165,2.36969697,2,
"Libreville",2006,7,"06LIBREVILLE489",25,489,206,2.373786408,4,
"Libreville",2006,8,"06LIBREVILLE560",28,560,240,2.333333333,6,
"Libreville",2006,9,"06LIBREVILLE598",19,598,262,2.282442748,3,
"Libreville",2006,10,"06LIBREVILLE638",19,638,292,2.184931507,7,
"Libreville",2006,11,"06LIBREVILLE691",29,691,333,2.075075075,3,
"Libreville",2006,12,"06LIBREVILLE728",28,728,362,2.011049724,1,
"Libreville",2007,1,"07LIBREVILLE49",29,49,29,1.689655172,9,0
"Libreville",2007,2,"07LIBREVILLE88",21,88,52,1.692307692,7,
"Libreville",2007,3,"07LIBREVILLE126",13,126,72,1.75,2,
"Libreville",2007,4,"07LIBREVILLE175",25,175,115,1.52173913,5,
"Libreville",2007,5,"07LIBREVILLE252",31,252,151,1.668874172,9,
"Libreville",2007,6,"07LIBREVILLE283",25,283,176,1.607954545,4,
"Libreville",2007,7,"07LIBREVILLE326",26,326,207,1.574879227,2,
"Libreville",2007,10,"07LIBREVILLE480",29,480,302,1.589403974,4,
"Libreville",2007,11,"07LIBREVILLE502",14,502,318,1.578616352,3,
"Libreville",2008,1,"08LIBREVILLE19",11,19,11,1.727272727,1,4
"Libreville",2008,3,"08LIBREVILLE146",25,146,84,1.738095238,2,
"Libreville",2008,4,"08LIBREVILLE189",21,189,111,1.702702703,3,
"Libreville",2008,5,"08LIBREVILLE248",22,248,142,1.746478873,1,
"Libreville",2008,7,"08LIBREVILLE389",30,389,211,1.843601896,1,
"Libreville",2008,8,"08LIBREVILLE420",20,420,232,1.810344828,2,
"Libreville",2008,9,"08LIBREVILLE436",5,436,248,1.758064516,1,
"Libreville",2008,11,"08LIBREVILLE530",6,530,310,1.709677419,1,
"Libreville",2008,12,"08LIBREVILLE580",15,580,349,1.661891117,8,
"Libreville",2009,1,"09LIBREVILLE40",30,40,30,1.333333333,15,5
"Libreville",2009,2,"09LIBREVILLE76",27,76,58,1.310344828,8,
"Libreville",2009,3,"09LIBREVILLE113",23,113,82,1.37804878,6,
"Libreville",2009,4,"09LIBREVILLE152",14,152,104,1.461538462,5,
"Libreville",2009,5,"09LIBREVILLE239",28,239,148,1.614864865,10,
"Libreville",2009,6,"09LIBREVILLE310",30,310,181,1.712707182,16,
"Libreville",2009,7,"09LIBREVILLE349",29,349,210,1.661904762,5,
"Libreville",2009,8,"09LIBREVILLE399",28,399,240,1.6625,13,
"Libreville",2009,9,"09LIBREVILLE431",29,431,272,1.584558824,9,
"Libreville",2009,10,"09LIBREVILLE471",26,471,299,1.575250836,4,
"Libreville",2009,11,"09LIBREVILLE518",24,518,328,1.579268293,14,
"Libreville",2009,12,"09LIBREVILLE550",21,550,355,1.549295775,7,
"Libreville",2010,1,"10LIBREVILLE37",25,37,25,1.48,3,2
"Libreville",2010,2,"10LIBREVILLE90",22,90,53,1.698113208,6,
"Lilongwe",2001,10,"01LILONGWE1976",19,1976,292,6.767123288,1,0
"Lilongwe",2004,1,"04LILONGWE47",16,47,16,2.9375,5,10
"Lilongwe",2004,2,"04LILONGWE166",27,166,58,2.862068966,14,
"Lilongwe",2004,3,"04LILONGWE270",30,270,89,3.033707865,14,
"Lilongwe",2004,4,"04LILONGWE333",26,333,116,2.870689655,4,
"Lilongwe",2004,5,"04LILONGWE458",28,458,148,3.094594595,27,
"Lilongwe",2004,6,"04LILONGWE596",30,596,181,3.29281768,18,
"Lilongwe",2004,7,"04LILONGWE719",30,719,211,3.407582938,17,
"Lilongwe",2004,8,"04LILONGWE844",31,844,243,3.473251029,17,
"Lilongwe",2004,9,"04LILONGWE939",27,939,270,3.477777778,13,
"Lilongwe",2004,10,"04LILONGWE1022",29,1022,302,3.38410596,7,
"Lilongwe",2004,11,"04LILONGWE1089",26,1089,330,3.3,6,
"Lilongwe",2004,12,"04LILONGWE1175",30,1175,364,3.228021978,7,
"Lilongwe",2005,1,"05LILONGWE74",25,74,25,2.96,7,3
"Lilongwe",2005,2,"05LILONGWE179",25,179,56,3.196428571,14,
"Lilongwe",2005,3,"05LILONGWE284",29,284,88,3.227272727,14,
"Lilongwe",2005,4,"05LILONGWE364",28,364,118,3.084745763,12,
"Lilongwe",2005,5,"05LILONGWE457",31,457,151,3.026490066,11,
"Lilongwe",2005,6,"05LILONGWE564",29,564,180,3.133333333,14,
"Lilongwe",2005,7,"05LILONGWE634",26,634,207,3.062801932,8,
"Lilongwe",2005,8,"05LILONGWE750",31,750,243,3.086419753,9,
"Lilongwe",2005,9,"05LILONGWE773",8,773,251,3.079681275,2,
"Lilongwe",2005,10,"05LILONGWE942",31,942,304,3.098684211,11,
"Lilongwe",2005,11,"05LILONGWE1005",28,1005,332,3.027108434,6,
"Lilongwe",2005,12,"05LILONGWE1062",20,1062,354,3,7,
"Lilongwe",2006,1,"06LILONGWE68",25,68,25,2.72,12,4
"Lilongwe",2006,2,"06LILONGWE200",28,200,59,3.389830508,26,
"Lilongwe",2006,3,"06LILONGWE294",31,294,90,3.266666667,15,
"Lilongwe",2006,4,"06LILONGWE371",27,371,117,3.170940171,6,
"Lilongwe",2006,5,"06LILONGWE442",25,442,145,3.048275862,14,
"Lilongwe",2006,6,"06LILONGWE566",30,566,181,3.127071823,6,
"Lilongwe",2006,7,"06LILONGWE651",31,651,212,3.070754717,8,
"Lilongwe",2006,8,"06LILONGWE751",30,751,242,3.103305785,12,
"Lilongwe",2006,9,"06LILONGWE848",25,848,268,3.164179104,4,
"Lilongwe",2006,10,"06LILONGWE924",23,924,296,3.121621622,7,
"Lilongwe",2006,11,"06LILONGWE1040",30,1040,334,3.113772455,10,
"Lilongwe",2006,12,"06LILONGWE1101",22,1101,356,3.092696629,6,
"Lilongwe",2007,1,"07LILONGWE85",31,85,31,2.741935484,8,2
"Lilongwe",2007,2,"07LILONGWE155",28,155,59,2.627118644,9,
"Lilongwe",2007,3,"07LILONGWE254",29,254,88,2.886363636,16,
"Lilongwe",2007,4,"07LILONGWE330",30,330,120,2.75,8,
"Lilongwe",2007,5,"07LILONGWE409",31,409,151,2.708609272,9,
"Lilongwe",2007,6,"07LILONGWE499",28,499,179,2.787709497,8,
"Lilongwe",2007,7,"07LILONGWE579",25,579,206,2.810679612,2,
"Lilongwe",2007,8,"07LILONGWE662",27,662,239,2.769874477,6,
"Lilongwe",2007,9,"07LILONGWE735",26,735,269,2.732342007,3,
"Lilongwe",2007,10,"07LILONGWE803",29,803,302,2.658940397,7,
"Lilongwe",2007,11,"07LILONGWE889",30,889,334,2.661676647,9,
"Lilongwe",2007,12,"07LILONGWE949",20,949,354,2.68079096,4,
"Lilongwe",2008,1,"08LILONGWE63",29,63,29,2.172413793,10,3
"Lilongwe",2008,2,"08LILONGWE128",29,128,60,2.133333333,4,
"Lilongwe",2008,3,"08LILONGWE172",18,172,77,2.233766234,8,
"Lilongwe",2008,4,"08LILONGWE250",30,250,120,2.083333333,10,
"Lilongwe",2008,5,"08LILONGWE304",30,304,150,2.026666667,9,
"Lilongwe",2008,6,"08LILONGWE375",26,375,177,2.118644068,11,
"Lilongwe",2008,7,"08LILONGWE449",30,449,211,2.127962085,9,
"Lilongwe",2008,8,"08LILONGWE500",22,500,234,2.136752137,4,
"Lilongwe",2008,9,"08LILONGWE574",26,574,269,2.133828996,6,
"Lilongwe",2008,10,"08LILONGWE630",31,630,304,2.072368421,6,
"Lilongwe",2008,11,"08LILONGWE676",26,676,330,2.048484848,4,
"Lilongwe",2008,12,"08LILONGWE726",22,726,356,2.039325843,10,
"Lilongwe",2009,1,"09LILONGWE44",29,44,29,1.517241379,6,7
"Lilongwe",2009,2,"09LILONGWE108",27,108,58,1.862068966,10,
"Lilongwe",2009,3,"09LILONGWE173",31,173,90,1.922222222,10,
"Lilongwe",2009,4,"09LILONGWE231",30,231,120,1.925,12,
"Lilongwe",2009,5,"09LILONGWE285",29,285,149,1.912751678,12,
"Lilongwe",2009,6,"09LILONGWE373",29,373,180,2.072222222,9,
"Lilongwe",2009,7,"09LILONGWE424",31,424,212,2,7,
